Protein,Protein Description,Protein Gene,A-100_0-14 Sum Normalized Area,A-100_0-28 Sum Normalized Area,A-100_0-42 Sum Normalized Area
sp|Q9Y3D8|KAD6_HUMAN,Adenylate kinase isoenzyme 6 OS=Homo sapiens OX=9606 GN=AK6 PE=1 SV=1,AK6,1.0700E+4,#N/A,1.0533E+4
sp|Q9Y5U2|TSSC4_HUMAN,U5 small nuclear ribonucleoprotein TSSC4 OS=Homo sapiens OX=9606 GN=TSSC4 PE=1 SV=3,TSSC4,7.4298E+3,7.1350E+3,6.5875E+3
sp|Q9Y6H1|CHCH2_HUMAN / sp|Q5T1J5|CHCH9_HUMAN,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CHCHD2 PE=1 SV=1
Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial OS=Homo sapiens OX=9606 GN=CHCHD2P9 PE=5 SV=1",CHCHD2 / CHCHD2P9,4.7977E+4,4.4342E+4,3.5830E+4
sp|O96019|ACL6A_HUMAN,Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1,ACTL6A,1.7031E+4,2.6481E+4,2.5238E+4
sp|P00367|DHE3_HUMAN,"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2",GLUD1,1.0706E+6,1.0811E+6,1.0971E+6
sp|P02776|PLF4_HUMAN,Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2,PF4,1.1598E+8,1.3031E+8,1.2596E+8
sp|P0DJI9|SAA2_HUMAN,Serum amyloid A-2 protein OS=Homo sapiens OX=9606 GN=SAA2 PE=1 SV=1,SAA2,1.8615E+5,1.9001E+5,1.7317E+5
sp|P35221|CTNA1_HUMAN,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,CTNNA1,1.0389E+4,1.4084E+4,1.5995E+4
sp|P43250|GRK6_HUMAN,G protein-coupled receptor kinase 6 OS=Homo sapiens OX=9606 GN=GRK6 PE=1 SV=2,GRK6,3.3225E+5,3.4762E+5,3.2438E+5
sp|P49184|DNSL1_HUMAN,Deoxyribonuclease-1-like 1 OS=Homo sapiens OX=9606 GN=DNASE1L1 PE=1 SV=1,DNASE1L1,1.6444E+5,2.0152E+5,1.9327E+5
sp|P49770|EI2BB_HUMAN,Translation initiation factor eIF2B subunit beta OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=3,EIF2B2,8.8970E+4,8.0005E+4,8.6857E+4
sp|P49840|GSK3A_HUMAN,Glycogen synthase kinase-3 alpha OS=Homo sapiens OX=9606 GN=GSK3A PE=1 SV=2,GSK3A,8.4299E+4,1.0101E+5,9.3844E+4
sp|P50402|EMD_HUMAN,Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1,EMD,1.9340E+6,1.8045E+6,1.8736E+6
sp|P68402|PA1B2_HUMAN,Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Homo sapiens OX=9606 GN=PAFAH1B2 PE=1 SV=1,PAFAH1B2,3.2795E+5,3.1956E+5,3.3802E+5
sp|Q00059|TFAM_HUMAN,"Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1",TFAM,2.2412E+5,2.1719E+5,2.0106E+5
sp|Q04771|ACVR1_HUMAN,Activin receptor type-1 OS=Homo sapiens OX=9606 GN=ACVR1 PE=1 SV=1,ACVR1,1.3377E+5,1.5629E+5,1.3039E+5
sp|Q15262|PTPRK_HUMAN,Receptor-type tyrosine-protein phosphatase kappa OS=Homo sapiens OX=9606 GN=PTPRK PE=1 SV=2,PTPRK,1.0456E+4,1.2952E+4,7.3149E+3
sp|Q6ICL3|TNG2_HUMAN,Transport and Golgi organization protein 2 homolog OS=Homo sapiens OX=9606 GN=TANGO2 PE=1 SV=1,TANGO2,5.3943E+5,5.1753E+5,4.9783E+5
sp|Q6XZF7|DNMBP_HUMAN,Dynamin-binding protein OS=Homo sapiens OX=9606 GN=DNMBP PE=1 SV=1,DNMBP,1.1224E+4,8.5570E+3,#N/A
sp|Q86T03|PP4P1_HUMAN,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase OS=Homo sapiens OX=9606 GN=PIP4P1 PE=1 SV=1",PIP4P1,3.4759E+5,3.6223E+5,3.1923E+5
sp|Q8N2S1|LTBP4_HUMAN,Latent-transforming growth factor beta-binding protein 4 OS=Homo sapiens OX=9606 GN=LTBP4 PE=1 SV=2,LTBP4,1.2529E+6,1.4898E+6,1.3040E+6
sp|Q8TBF2|PXL2B_HUMAN,Prostamide/prostaglandin F synthase OS=Homo sapiens OX=9606 GN=PRXL2B PE=1 SV=1,PRXL2B,2.7575E+5,2.7889E+5,2.7142E+5
sp|Q8WWV6|FCAMR_HUMAN,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor OS=Homo sapiens OX=9606 GN=FCAMR PE=1 SV=1,FCAMR,1.9732E+5,2.4752E+5,1.3046E+5
sp|Q9H4M9|EHD1_HUMAN,EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2,EHD1,4.7129E+6,4.7271E+6,4.6518E+6
sp|Q9P003|CNIH4_HUMAN,Protein cornichon homolog 4 OS=Homo sapiens OX=9606 GN=CNIH4 PE=1 SV=1,CNIH4,2.5739E+4,2.3481E+4,2.9783E+4
sp|Q9UK99|FBX3_HUMAN,F-box only protein 3 OS=Homo sapiens OX=9606 GN=FBXO3 PE=1 SV=3,FBXO3,2.3252E+4,2.0074E+4,1.8501E+4
sp|Q9UPY3|DICER_HUMAN,Endoribonuclease Dicer OS=Homo sapiens OX=9606 GN=DICER1 PE=1 SV=3,DICER1,4.0712E+4,3.7387E+4,4.3813E+4
tr|A0A0J9YY99|A0A0J9YY99_HUMAN,Ig-like domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=1 SV=1,,7.5290E+6,7.6031E+6,8.4761E+6
sp|O75381|PEX14_HUMAN,Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1,PEX14,4.7823E+4,4.3723E+4,4.8608E+4
sp|O95197|RTN3_HUMAN,Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3 PE=1 SV=2,RTN3,1.0720E+6,9.7178E+5,1.7021E+6
sp|O95810|CAVN2_HUMAN,Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3,CAVIN2,3.7730E+7,4.0071E+7,3.9325E+7
sp|P07203|GPX1_HUMAN,Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4,GPX1,1.1452E+7,1.1947E+7,1.1993E+7
sp|P11362|FGFR1_HUMAN,Fibroblast growth factor receptor 1 OS=Homo sapiens OX=9606 GN=FGFR1 PE=1 SV=3,FGFR1,1.5347E+6,1.4435E+6,1.4700E+6
sp|P21583|SCF_HUMAN,Kit ligand OS=Homo sapiens OX=9606 GN=KITLG PE=1 SV=1,KITLG,1.5208E+4,1.5761E+4,1.2157E+4
sp|P28070|PSB4_HUMAN,Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,PSMB4,2.0367E+6,2.1256E+6,2.4491E+6
sp|P30043|BLVRB_HUMAN,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3,BLVRB,2.5349E+5,2.4693E+5,2.4845E+5
sp|P30613|KPYR_HUMAN,Pyruvate kinase PKLR OS=Homo sapiens OX=9606 GN=PKLR PE=1 SV=2,PKLR,1.9049E+4,1.2304E+4,1.5522E+4
sp|P46939|UTRN_HUMAN,Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2,UTRN,2.7943E+6,2.9726E+6,2.8053E+6
sp|Q02094|RHAG_HUMAN,Ammonium transporter Rh type A OS=Homo sapiens OX=9606 GN=RHAG PE=1 SV=2,RHAG,2.4199E+4,2.3666E+4,2.4245E+4
sp|Q13201|MMRN1_HUMAN,Multimerin-1 OS=Homo sapiens OX=9606 GN=MMRN1 PE=1 SV=3,MMRN1,5.4228E+7,5.4772E+7,5.5507E+7
sp|Q15208|STK38_HUMAN,Serine/threonine-protein kinase 38 OS=Homo sapiens OX=9606 GN=STK38 PE=1 SV=1,STK38,1.2179E+5,1.0194E+5,1.4651E+5
sp|Q15935|ZNF77_HUMAN,Zinc finger protein 77 OS=Homo sapiens OX=9606 GN=ZNF77 PE=1 SV=2,ZNF77,2.1716E+4,#N/A,#N/A
sp|Q5VYS8|TUT7_HUMAN,Terminal uridylyltransferase 7 OS=Homo sapiens OX=9606 GN=TUT7 PE=1 SV=1,TUT7,9.0383E+4,9.3423E+4,6.7084E+4
sp|Q6IAN0|DRS7B_HUMAN,Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens OX=9606 GN=DHRS7B PE=1 SV=2,DHRS7B,6.0897E+5,6.2579E+5,6.6649E+5
sp|Q6P1N0|C2D1A_HUMAN,Coiled-coil and C2 domain-containing protein 1A OS=Homo sapiens OX=9606 GN=CC2D1A PE=1 SV=1,CC2D1A,2.3015E+5,1.7319E+5,2.6733E+5
sp|Q7LFX5|CHSTF_HUMAN,Carbohydrate sulfotransferase 15 OS=Homo sapiens OX=9606 GN=CHST15 PE=1 SV=1,CHST15,1.3443E+5,1.4690E+5,1.4684E+5
sp|Q7Z4H8|PLGT3_HUMAN,Protein O-glucosyltransferase 3 OS=Homo sapiens OX=9606 GN=POGLUT3 PE=1 SV=2,POGLUT3,4.4605E+4,6.2738E+4,4.8579E+4
sp|Q8NCC3|PAG15_HUMAN,Lysosomal phospholipase A and acyltransferase OS=Homo sapiens OX=9606 GN=PLA2G15 PE=1 SV=2,PLA2G15,1.2307E+5,9.9312E+4,1.0818E+5
sp|Q8WWQ8|STAB2_HUMAN,Stabilin-2 OS=Homo sapiens OX=9606 GN=STAB2 PE=1 SV=3,STAB2,9.4426E+3,1.0998E+4,1.0141E+4
sp|Q96P47|AGAP3_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=AGAP3 PE=1 SV=2",AGAP3,#N/A,#N/A,#N/A
sp|Q9BSD7|NTPCR_HUMAN,Cancer-related nucleoside-triphosphatase OS=Homo sapiens OX=9606 GN=NTPCR PE=1 SV=1,NTPCR,6.7968E+4,2.8102E+4,2.4542E+4
sp|Q9HBI0|PARVG_HUMAN,Gamma-parvin OS=Homo sapiens OX=9606 GN=PARVG PE=1 SV=1,PARVG,5.0396E+4,7.1095E+4,6.3418E+4
sp|Q9NQ76|MEPE_HUMAN,Matrix extracellular phosphoglycoprotein OS=Homo sapiens OX=9606 GN=MEPE PE=1 SV=1,MEPE,#N/A,#N/A,#N/A
sp|Q9Y285|SYFA_HUMAN,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3,FARSA,2.4026E+5,2.2075E+5,2.4715E+5
sp|O14744|ANM5_HUMAN,Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4,PRMT5,2.2446E+5,2.2611E+5,1.8192E+5
sp|O75915|PRAF3_HUMAN,PRA1 family protein 3 OS=Homo sapiens OX=9606 GN=ARL6IP5 PE=1 SV=1,ARL6IP5,5.8930E+6,5.8073E+6,5.7196E+6
sp|P03905|NU4M_HUMAN,NADH-ubiquinone oxidoreductase chain 4 OS=Homo sapiens OX=9606 GN=MT-ND4 PE=1 SV=1,MT-ND4,3.1563E+4,3.0591E+4,2.8261E+4
sp|P08133|ANXA6_HUMAN,Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3,ANXA6,2.0521E+5,1.6684E+5,3.2138E+5
sp|P51572|BAP31_HUMAN,B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3,BCAP31,3.3990E+6,3.3994E+6,3.5818E+6
sp|P62341|SELT_HUMAN,Thioredoxin reductase-like selenoprotein T OS=Homo sapiens OX=9606 GN=SELENOT PE=1 SV=2,SELENOT,4.8568E+4,5.2623E+4,6.9312E+4
sp|Q00653|NFKB2_HUMAN,Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens OX=9606 GN=NFKB2 PE=1 SV=4,NFKB2,2.1985E+4,2.3837E+4,1.5362E+4
sp|Q02952|AKA12_HUMAN,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,AKAP12,1.6195E+6,1.4780E+6,1.5349E+6
sp|Q03519|TAP2_HUMAN,Antigen peptide transporter 2 OS=Homo sapiens OX=9606 GN=TAP2 PE=1 SV=1,TAP2,8.1879E+5,7.7665E+5,7.6961E+5
sp|Q13126|MTAP_HUMAN,S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2,MTAP,6.1889E+5,6.5834E+5,6.0931E+5
sp|Q13136|LIPA1_HUMAN,Liprin-alpha-1 OS=Homo sapiens OX=9606 GN=PPFIA1 PE=1 SV=1,PPFIA1,2.6532E+4,2.9402E+4,2.8437E+4
sp|Q15075|EEA1_HUMAN,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,EEA1,7.7788E+5,6.5833E+5,3.7247E+5
sp|Q7Z7B0|FLIP1_HUMAN,Filamin-A-interacting protein 1 OS=Homo sapiens OX=9606 GN=FILIP1 PE=1 SV=1,FILIP1,#N/A,#N/A,#N/A
sp|Q86YZ3|HORN_HUMAN,Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2,HRNR,1.8753E+4,1.4804E+4,1.4368E+4
sp|Q8N0W3|FCSK_HUMAN,L-fucose kinase OS=Homo sapiens OX=9606 GN=FCSK PE=1 SV=2,FCSK,7.2939E+3,4.0061E+3,#N/A
sp|Q8NBF6|AVL9_HUMAN,Late secretory pathway protein AVL9 homolog OS=Homo sapiens OX=9606 GN=AVL9 PE=1 SV=1,AVL9,3.4619E+4,2.4751E+4,2.6760E+4
sp|Q92696|PGTA_HUMAN,Geranylgeranyl transferase type-2 subunit alpha OS=Homo sapiens OX=9606 GN=RABGGTA PE=1 SV=2,RABGGTA,7.2347E+5,5.9369E+5,6.4524E+5
sp|Q99643|C560_HUMAN,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHC PE=1 SV=1",SDHC,1.2827E+4,1.9470E+4,5.3318E+3
sp|Q9BRF8|CPPED_HUMAN,Serine/threonine-protein phosphatase CPPED1 OS=Homo sapiens OX=9606 GN=CPPED1 PE=1 SV=3,CPPED1,2.8135E+4,5.2701E+4,5.7016E+4
sp|Q9BZF3|OSBL6_HUMAN,Oxysterol-binding protein-related protein 6 OS=Homo sapiens OX=9606 GN=OSBPL6 PE=1 SV=1,OSBPL6,2.8138E+4,3.0001E+4,2.3934E+4
sp|Q9H2K8|TAOK3_HUMAN,Serine/threonine-protein kinase TAO3 OS=Homo sapiens OX=9606 GN=TAOK3 PE=1 SV=2,TAOK3,3.9247E+5,4.1678E+5,3.8933E+5
sp|Q9NXS2|QPCTL_HUMAN,Glutaminyl-peptide cyclotransferase-like protein OS=Homo sapiens OX=9606 GN=QPCTL PE=1 SV=2,QPCTL,9.1698E+3,1.1255E+4,8.9974E+3
sp|Q9NZN3|EHD3_HUMAN,EH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EHD3 PE=1 SV=2,EHD3,2.5857E+6,2.5739E+6,2.4854E+6
sp|Q9P287|BCCIP_HUMAN,BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,BCCIP,#N/A,#N/A,#N/A
sp|Q9Y296|TPPC4_HUMAN,Trafficking protein particle complex subunit 4 OS=Homo sapiens OX=9606 GN=TRAPPC4 PE=1 SV=1,TRAPPC4,2.4327E+5,2.5008E+5,2.4151E+5
sp|Q9Y4I1|MYO5A_HUMAN,Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2,MYO5A,8.2835E+5,8.5233E+5,8.5879E+5
sp|Q9Y696|CLIC4_HUMAN,Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4,CLIC4,1.3274E+6,1.3030E+6,1.3763E+6
sp|O15397|IPO8_HUMAN,Importin-8 OS=Homo sapiens OX=9606 GN=IPO8 PE=1 SV=2,IPO8,1.3049E+4,1.1338E+4,4.9238E+3
sp|O43464|HTRA2_HUMAN,"Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2",HTRA2,1.3828E+5,1.6121E+5,1.5623E+5
sp|O60936|NOL3_HUMAN,Nucleolar protein 3 OS=Homo sapiens OX=9606 GN=NOL3 PE=1 SV=2,NOL3,1.7615E+4,#N/A,1.7939E+4
sp|P03952|KLKB1_HUMAN,Plasma kallikrein OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=2,KLKB1,9.1026E+6,9.1607E+6,9.6640E+6
sp|P04062|GBA1_HUMAN,Lysosomal acid glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA1 PE=1 SV=3,GBA1,1.0448E+5,1.3331E+5,1.0998E+5
sp|P05981|HEPS_HUMAN,Serine protease hepsin OS=Homo sapiens OX=9606 GN=HPN PE=1 SV=1,HPN,6.9691E+3,#N/A,2.8152E+3
sp|P43121|MUC18_HUMAN,Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2,MCAM,2.5647E+5,2.3255E+5,2.2572E+5
sp|P49913|CAMP_HUMAN,Cathelicidin antimicrobial peptide OS=Homo sapiens OX=9606 GN=CAMP PE=1 SV=1,CAMP,1.3775E+5,1.3920E+5,1.3488E+5
sp|P49959|MRE11_HUMAN,Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3,MRE11,6.5792E+3,6.3728E+3,4.2886E+3
sp|P50502|F10A1_HUMAN,Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2,ST13,1.5628E+6,1.6513E+6,1.7130E+6
sp|Q05397|FAK1_HUMAN,Focal adhesion kinase 1 OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=2,PTK2,9.7032E+5,9.3771E+5,1.0239E+6
sp|Q07507|DERM_HUMAN,Dermatopontin OS=Homo sapiens OX=9606 GN=DPT PE=1 SV=2,DPT,2.6685E+6,2.6914E+6,2.9587E+6
sp|Q08380|LG3BP_HUMAN,Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1,LGALS3BP,2.3684E+8,2.4094E+8,2.4486E+8
sp|Q15643|TRIPB_HUMAN,Thyroid receptor-interacting protein 11 OS=Homo sapiens OX=9606 GN=TRIP11 PE=1 SV=3,TRIP11,5.3508E+4,6.4127E+4,6.0045E+4
sp|Q5QJ74|TBCEL_HUMAN,Tubulin-specific chaperone cofactor E-like protein OS=Homo sapiens OX=9606 GN=TBCEL PE=1 SV=2,TBCEL,3.8635E+4,2.7717E+4,3.5608E+4
sp|Q5T2E6|ARMD3_HUMAN,Armadillo-like helical domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ARMH3 PE=1 SV=1,ARMH3,3.2846E+4,3.6998E+4,2.8290E+4
sp|Q5T4F4|ZFY27_HUMAN,Protrudin OS=Homo sapiens OX=9606 GN=ZFYVE27 PE=1 SV=1,ZFYVE27,1.2097E+4,1.2690E+4,7.4015E+3
sp|Q96IG2|FXL20_HUMAN,F-box/LRR-repeat protein 20 OS=Homo sapiens OX=9606 GN=FBXL20 PE=1 SV=2,FBXL20,7.3218E+4,7.7968E+4,6.7577E+4
sp|Q9H267|VP33B_HUMAN,Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=2,VPS33B,3.4499E+5,3.7168E+5,3.8697E+5
sp|Q9H3K2|GHITM_HUMAN,Growth hormone-inducible transmembrane protein OS=Homo sapiens OX=9606 GN=GHITM PE=1 SV=2,GHITM,1.0370E+5,1.1685E+5,1.3027E+5
sp|Q9UNE2|RPH3L_HUMAN,Rab effector Noc2 OS=Homo sapiens OX=9606 GN=RPH3AL PE=1 SV=1,RPH3AL,2.6164E+4,3.7933E+4,4.0783E+4
sp|Q9Y3F4|STRAP_HUMAN,Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1,STRAP,8.5075E+5,8.1659E+5,7.5613E+5
sp|Q9Y6C2|EMIL1_HUMAN,EMILIN-1 OS=Homo sapiens OX=9606 GN=EMILIN1 PE=1 SV=3,EMILIN1,1.0311E+7,1.0516E+7,1.0471E+7
sp|A4FU69|EFCB5_HUMAN,EF-hand calcium-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=EFCAB5 PE=1 SV=3,EFCAB5,#N/A,#N/A,#N/A
sp|O00429|DNM1L_HUMAN,Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,DNM1L,3.3188E+6,3.1475E+6,3.3421E+6
sp|P01764|HV323_HUMAN,Immunoglobulin heavy variable 3-23 OS=Homo sapiens OX=9606 GN=IGHV3-23 PE=1 SV=2,IGHV3-23,6.1847E+6,5.9891E+6,6.9272E+6
sp|P04843|RPN1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1,RPN1,4.8745E+6,5.1173E+6,5.1215E+6
sp|P06681|CO2_HUMAN,Complement C2 OS=Homo sapiens OX=9606 GN=C2 PE=1 SV=2,C2,1.7656E+6,1.5886E+6,1.4132E+6
sp|P0C7P3|SLN14_HUMAN,Protein SLFN14 OS=Homo sapiens OX=9606 GN=SLFN14 PE=1 SV=2,SLFN14,1.2561E+6,1.2770E+6,1.2645E+6
sp|P17980|PRS6A_HUMAN,26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3,PSMC3,1.0002E+5,1.1899E+5,1.1991E+5
sp|P22001|KCNA3_HUMAN,Potassium voltage-gated channel subfamily A member 3 OS=Homo sapiens OX=9606 GN=KCNA3 PE=1 SV=3,KCNA3,3.1957E+3,9.3296E+3,1.8738E+4
sp|P26196|DDX6_HUMAN,Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,DDX6,3.8006E+4,4.3898E+4,4.8796E+4
sp|Q13596|SNX1_HUMAN,Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3,SNX1,1.9007E+5,1.8148E+5,1.9508E+5
sp|Q52LJ0|FA98B_HUMAN,Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,FAM98B,#N/A,8.9319E+3,6.0485E+3
sp|Q6V1X1|DPP8_HUMAN,Dipeptidyl peptidase 8 OS=Homo sapiens OX=9606 GN=DPP8 PE=1 SV=1,DPP8,#N/A,1.0233E+4,6.7237E+3
sp|Q7Z406|MYH14_HUMAN,Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2,MYH14,1.5894E+5,1.8028E+5,1.8285E+5
sp|Q86VP6|CAND1_HUMAN,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2,CAND1,5.9381E+5,5.6978E+5,5.7679E+5
sp|Q8IUX4|ABC3F_HUMAN,DNA dC->dU-editing enzyme APOBEC-3F OS=Homo sapiens OX=9606 GN=APOBEC3F PE=1 SV=3,APOBEC3F,5.9304E+4,7.8752E+4,6.3208E+4
sp|Q8IZ81|ELMD2_HUMAN,ELMO domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ELMOD2 PE=1 SV=1,ELMOD2,3.3563E+5,3.5367E+5,3.3945E+5
sp|Q8N490|PNKD_HUMAN,Probable hydrolase PNKD OS=Homo sapiens OX=9606 GN=PNKD PE=1 SV=2,PNKD,3.9150E+5,4.1785E+5,4.5463E+5
sp|Q8NE09|RGS22_HUMAN,Regulator of G-protein signaling 22 OS=Homo sapiens OX=9606 GN=RGS22 PE=1 SV=3,RGS22,1.3775E+4,#N/A,1.1643E+4
sp|Q8TCT9|HM13_HUMAN,Minor histocompatibility antigen H13 OS=Homo sapiens OX=9606 GN=HM13 PE=1 SV=1,HM13,1.5866E+5,1.4519E+5,1.7108E+5
sp|Q8WVQ1|CANT1_HUMAN,Soluble calcium-activated nucleotidase 1 OS=Homo sapiens OX=9606 GN=CANT1 PE=1 SV=1,CANT1,3.3242E+4,3.5839E+4,3.7063E+4
sp|Q96T75|DSCR8_HUMAN,Down syndrome critical region protein 8 OS=Homo sapiens OX=9606 GN=DSCR8 PE=1 SV=2,DSCR8,#N/A,#N/A,1.0716E+4
sp|Q99417|MYCBP_HUMAN,c-Myc-binding protein OS=Homo sapiens OX=9606 GN=MYCBP PE=1 SV=3,MYCBP,1.6762E+5,1.8472E+5,1.4422E+5
sp|Q99700|ATX2_HUMAN,Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=2,ATXN2,1.7722E+5,1.4196E+5,8.8331E+4
sp|Q9BZL6|KPCD2_HUMAN,Serine/threonine-protein kinase D2 OS=Homo sapiens OX=9606 GN=PRKD2 PE=1 SV=3,PRKD2,2.4230E+5,2.4147E+5,2.3997E+5
sp|Q9HCN6|GPVI_HUMAN,Platelet glycoprotein VI OS=Homo sapiens OX=9606 GN=GP6 PE=1 SV=4,GP6,3.2499E+6,3.2905E+6,3.3881E+6
sp|Q9NQE9|HINT3_HUMAN,Adenosine 5'-monophosphoramidase HINT3 OS=Homo sapiens OX=9606 GN=HINT3 PE=1 SV=1,HINT3,6.1971E+4,6.7267E+4,7.4485E+4
sp|Q9NX78|TM260_HUMAN,Protein O-mannosyl-transferase TMEM260 OS=Homo sapiens OX=9606 GN=TMEM260 PE=1 SV=3,TMEM260,#N/A,#N/A,#N/A
sp|Q9UEG4|ZN629_HUMAN,Zinc finger protein 629 OS=Homo sapiens OX=9606 GN=ZNF629 PE=1 SV=2,ZNF629,1.8706E+4,2.1303E+4,1.9850E+4
sp|Q9UHD2|TBK1_HUMAN,Serine/threonine-protein kinase TBK1 OS=Homo sapiens OX=9606 GN=TBK1 PE=1 SV=1,TBK1,2.3707E+5,2.3000E+5,2.3328E+5
sp|Q9UJ70|NAGK_HUMAN,N-acetyl-D-glucosamine kinase OS=Homo sapiens OX=9606 GN=NAGK PE=1 SV=4,NAGK,3.0452E+5,3.1424E+5,3.0108E+5
sp|Q9UNN8|EPCR_HUMAN,Endothelial protein C receptor OS=Homo sapiens OX=9606 GN=PROCR PE=1 SV=1,PROCR,5.4560E+4,5.4238E+4,4.9527E+4
sp|Q9Y5X9|LIPG_HUMAN,Endothelial lipase OS=Homo sapiens OX=9606 GN=LIPG PE=1 SV=1,LIPG,1.7964E+4,1.7933E+4,1.6508E+4
sp|O00522|KRIT1_HUMAN,Krev interaction trapped protein 1 OS=Homo sapiens OX=9606 GN=KRIT1 PE=1 SV=2,KRIT1,2.2303E+4,2.5618E+4,1.7511E+4
sp|O00754|MA2B1_HUMAN,Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3,MAN2B1,3.2007E+5,3.7857E+5,3.7683E+5
sp|O15269|SPTC1_HUMAN,Serine palmitoyltransferase 1 OS=Homo sapiens OX=9606 GN=SPTLC1 PE=1 SV=1,SPTLC1,1.8477E+5,1.6601E+5,1.7995E+5
