Protein,Protein Description,Protein Gene,Astral_MixA_01 Sum Normalized Area,Astral_MixA_02 Sum Normalized Area,Astral_MixA_03 Sum Normalized Area,Astral_MixB_01 Sum Normalized Area,Astral_MixB_02 Sum Normalized Area,Astral_MixB_03 Sum Normalized Area,Astral_MixC_01 Sum Normalized Area,Astral_MixC_02 Sum Normalized Area,Astral_MixC_03 Sum Normalized Area,Astral_MixD_01 Sum Normalized Area,Astral_MixD_02 Sum Normalized Area,Astral_MixD_03 Sum Normalized Area,Astral_MixE_01 Sum Normalized Area,Astral_MixE_02 Sum Normalized Area,Astral_MixE_03 Sum Normalized Area,Astral_MixF_01 Sum Normalized Area,Astral_MixF_02 Sum Normalized Area,Astral_MixF_03 Sum Normalized Area,Astral_MixG_01 Sum Normalized Area,Astral_MixG_02 Sum Normalized Area,Astral_MixG_03 Sum Normalized Area,Astral_MixH_01 Sum Normalized Area,Astral_MixH_02 Sum Normalized Area,Astral_MixH_03 Sum Normalized Area,Astral_MixI_01 Sum Normalized Area,Astral_MixI_02 Sum Normalized Area,Astral_MixI_03 Sum Normalized Area,Astral_MixJ_01 Sum Normalized Area,Astral_MixJ_02 Sum Normalized Area,Astral_MixJ_03 Sum Normalized Area,Astral_MixK_01 Sum Normalized Area,Astral_MixK_02 Sum Normalized Area,Astral_MixK_03 Sum Normalized Area,Astral_MixL_01 Sum Normalized Area,Astral_MixL_02 Sum Normalized Area,Astral_MixL_03 Sum Normalized Area,Astral_MixM_01 Sum Normalized Area,Astral_MixM_02 Sum Normalized Area,Astral_MixM_03 Sum Normalized Area,Astral_MixN_01 Sum Normalized Area,Astral_MixN_02 Sum Normalized Area,Astral_MixN_03 Sum Normalized Area
sp|O14964|HGS_HUMAN,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1,HGS,2.6978E+5,2.4730E+5,2.5569E+5,2.0091E+5,5.0461E+5,2.9403E+5,4.8683E+5,2.4268E+5,2.8777E+5,7.3217E+4,6.6441E+4,5.6677E+4,1.1971E+4,1.4566E+4,6.1909E+3,1.2477E+4,7.0864E+3,1.6765E+4,8.6606E+3,1.1596E+4,4.2023E+3,#N/A,2.9290E+3,2.6359E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O95602|RPA1_HUMAN,DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens OX=9606 GN=POLR1A PE=1 SV=2,POLR1A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.7576E+3,1.2918E+4,8.9465E+3,#N/A,#N/A,#N/A,#N/A,#N/A,1.2071E+4,3.6526E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O95873|CF047_HUMAN,Uncharacterized protein C6orf47 OS=Homo sapiens OX=9606 GN=C6orf47 PE=1 SV=2,C6orf47,2.6584E+4,4.1499E+5,4.3618E+4,3.0729E+5,2.4546E+5,1.0872E+4,2.4422E+5,2.2377E+3,1.9442E+5,1.4419E+5,1.0645E+5,6.2436E+4,2.5922E+4,#N/A,4.1028E+4,#N/A,#N/A,8.0138E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P05155|IC1_HUMAN,Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2,SERPING1,4.1706E+8,4.1168E+8,3.8018E+8,3.0242E+8,2.7248E+8,2.7820E+8,2.2419E+8,2.0740E+8,2.1127E+8,1.4180E+8,1.3878E+8,1.1130E+8,4.9471E+7,4.7665E+7,3.9917E+7,3.6388E+7,3.4265E+7,3.3700E+7,2.5913E+7,2.5538E+7,2.3349E+7,1.5452E+7,1.5277E+7,1.4998E+7,5.1534E+6,5.2825E+6,5.0633E+6,3.9118E+6,3.3669E+6,3.5755E+6,2.8922E+6,2.9295E+6,2.4435E+6,1.3962E+6,1.6038E+6,1.7693E+6,7.7025E+5,8.3719E+5,6.9399E+5,#N/A,#N/A,#N/A
sp|P24821|TENA_HUMAN,Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=3,TNC,1.3712E+7,1.2954E+7,1.2231E+7,9.4463E+6,8.3477E+6,8.5922E+6,6.9758E+6,6.9862E+6,6.5303E+6,4.2680E+6,4.4868E+6,3.8096E+6,1.5896E+6,1.2924E+6,1.3158E+6,1.2030E+6,8.4889E+5,1.0310E+6,6.7878E+5,6.7708E+5,5.7357E+5,3.3227E+5,2.5942E+5,2.6452E+5,4.2524E+3,2.4275E+4,7.1788E+3,9.6462E+3,7.3534E+3,1.2711E+4,9.4317E+3,2.8549E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P27449|VATL_HUMAN,V-type proton ATPase 16 kDa proteolipid subunit c OS=Homo sapiens OX=9606 GN=ATP6V0C PE=1 SV=1,ATP6V0C,2.0361E+5,1.9088E+5,1.6043E+5,9.4598E+4,#N/A,1.0774E+5,1.1132E+5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P35813|PPM1A_HUMAN,Protein phosphatase 1A OS=Homo sapiens OX=9606 GN=PPM1A PE=1 SV=1,PPM1A,1.3998E+6,1.2853E+6,1.1849E+6,8.3749E+5,8.0113E+5,7.8956E+5,6.1484E+5,6.0795E+5,5.6667E+5,3.7514E+5,3.1791E+5,2.8925E+5,1.1322E+5,1.0369E+5,9.7954E+4,8.7656E+4,7.0229E+4,8.0647E+4,4.2201E+4,7.2390E+4,5.3265E+4,1.4544E+4,3.2302E+4,5.2460E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P40925|MDHC_HUMAN,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4",MDH1,2.8439E+6,2.5896E+6,2.4474E+6,2.0862E+6,1.9203E+6,1.9095E+6,1.5421E+6,1.4982E+6,1.4913E+6,1.1188E+6,9.8413E+5,8.8819E+5,4.6085E+5,4.4457E+5,3.8774E+5,3.8559E+5,3.6858E+5,3.5794E+5,2.8757E+5,3.0499E+5,2.3518E+5,2.3283E+5,2.4717E+5,2.9248E+4,1.6319E+4,1.6030E+5,9.0424E+3,1.3044E+4,1.5115E+4,#N/A,#N/A,4.8829E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P54252|ATX3_HUMAN,Ataxin-3 OS=Homo sapiens OX=9606 GN=ATXN3 PE=1 SV=5,ATXN3,7.4518E+4,4.4123E+4,6.6993E+4,1.2884E+4,2.5063E+4,1.9666E+4,7.7741E+3,8.3159E+3,#N/A,2.4156E+3,7.1737E+3,5.3260E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q00013|EM55_HUMAN,55 kDa erythrocyte membrane protein OS=Homo sapiens OX=9606 GN=MPP1 PE=1 SV=2,MPP1,2.0171E+6,1.8280E+6,1.7539E+6,1.3395E+6,1.2942E+6,1.2526E+6,1.0671E+6,9.4663E+5,9.4520E+5,5.7200E+5,5.8422E+5,5.7790E+5,1.9994E+5,1.9935E+5,2.0135E+5,1.3622E+5,1.1365E+5,1.3344E+5,1.1841E+5,9.1045E+4,9.6314E+4,9.9431E+3,4.1993E+4,2.7067E+4,#N/A,2.8808E+3,1.0189E+4,3.0829E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q15323|K1H1_HUMAN,"Keratin, type I cuticular Ha1 OS=Homo sapiens OX=9606 GN=KRT31 PE=1 SV=3",KRT31,5.9930E+5,5.2327E+5,4.9453E+5,3.5986E+5,3.5717E+5,3.5329E+5,2.3370E+5,2.1363E+5,2.4920E+5,1.3373E+5,1.7782E+5,1.2867E+5,4.7809E+4,3.8603E+4,4.3260E+4,2.4048E+4,1.6419E+4,1.2865E+4,1.1530E+4,1.1487E+4,1.0199E+4,1.0351E+4,1.0253E+4,2.0092E+3,4.2366E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.1499E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q32MZ4|LRRF1_HUMAN,Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,LRRFIP1,6.8520E+5,6.4823E+5,5.7756E+5,3.9178E+5,3.6501E+5,4.0710E+5,3.1663E+5,2.9910E+5,2.6583E+5,1.8388E+5,1.6611E+5,1.3313E+5,2.2584E+4,6.1580E+4,3.8016E+4,1.2914E+4,1.4687E+4,9.4946E+3,8.1112E+3,5.5017E+3,1.1064E+4,1.7923E+3,1.6818E+3,2.3315E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q6VN20|RBP10_HUMAN,Ran-binding protein 10 OS=Homo sapiens OX=9606 GN=RANBP10 PE=1 SV=1,RANBP10,1.2278E+4,9.4348E+3,3.4227E+3,1.9247E+4,8.8361E+3,1.1826E+4,#N/A,#N/A,#N/A,7.1181E+3,#N/A,7.9778E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q6ZS11|RINL_HUMAN,Ras and Rab interactor-like protein OS=Homo sapiens OX=9606 GN=RINL PE=1 SV=2,RINL,5.1855E+4,4.5793E+4,4.7038E+4,1.5340E+4,2.0982E+4,3.2288E+4,9.3592E+3,2.8094E+4,1.4614E+4,1.4725E+3,6.5915E+3,8.5483E+3,1.9795E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8IX19|MCEM1_HUMAN,Mast cell-expressed membrane protein 1 OS=Homo sapiens OX=9606 GN=MCEMP1 PE=1 SV=1,MCEMP1,6.0776E+4,9.8911E+4,1.0392E+5,3.6957E+4,4.4026E+4,4.6618E+4,4.0852E+4,2.6556E+4,3.6269E+4,2.5000E+4,3.1668E+4,2.9867E+4,4.6976E+3,#N/A,#N/A,#N/A,#N/A,4.5060E+3,#N/A,#N/A,2.8204E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8N9N8|EIF1A_HUMAN,Probable RNA-binding protein EIF1AD OS=Homo sapiens OX=9606 GN=EIF1AD PE=1 SV=1,EIF1AD,9.0854E+3,1.0253E+4,9.3399E+3,#N/A,3.0646E+3,#N/A,#N/A,#N/A,4.0628E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8WW59|SPRY4_HUMAN,SPRY domain-containing protein 4 OS=Homo sapiens OX=9606 GN=SPRYD4 PE=1 SV=3,SPRYD4,9.4216E+4,3.1587E+4,1.0952E+5,1.1564E+5,6.6374E+4,4.5279E+4,1.9197E+4,3.9716E+4,1.2245E+4,#N/A,#N/A,1.6535E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96NT0|CC115_HUMAN,Coiled-coil domain-containing protein 115 OS=Homo sapiens OX=9606 GN=CCDC115 PE=1 SV=1,CCDC115,6.9611E+4,5.8260E+4,5.1800E+4,2.4766E+4,2.4080E+4,3.0898E+4,2.3482E+4,#N/A,1.1729E+4,4.4410E+3,4.5196E+3,5.1366E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9BY32|ITPA_HUMAN,Inosine triphosphate pyrophosphatase OS=Homo sapiens OX=9606 GN=ITPA PE=1 SV=2,ITPA,5.8368E+4,1.1499E+5,5.9667E+4,5.0921E+4,4.7311E+4,5.3357E+4,4.1770E+4,2.5483E+4,6.3292E+4,3.1673E+4,4.7028E+4,2.9273E+4,3.5638E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.1727E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9P270|SLAI2_HUMAN,SLAIN motif-containing protein 2 OS=Homo sapiens OX=9606 GN=SLAIN2 PE=1 SV=2,SLAIN2,1.1264E+6,1.0112E+6,9.6812E+5,7.6563E+5,6.6064E+5,6.4205E+5,5.3177E+5,4.0060E+5,4.6643E+5,2.8661E+5,3.9058E+5,2.2857E+5,5.8247E+4,4.6642E+4,4.3752E+4,2.8793E+4,2.0214E+4,2.9039E+4,2.0771E+4,3.2857E+4,2.8183E+4,3.0186E+3,8.4323E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9UHY7|ENOPH_HUMAN,Enolase-phosphatase E1 OS=Homo sapiens OX=9606 GN=ENOPH1 PE=1 SV=1,ENOPH1,1.2316E+5,1.1028E+5,1.0312E+5,6.0786E+4,7.4909E+4,7.0441E+4,5.0252E+4,6.1566E+4,4.7996E+4,1.8671E+4,1.9130E+4,1.3301E+4,3.1693E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9UKE5|TNIK_HUMAN,TRAF2 and NCK-interacting protein kinase OS=Homo sapiens OX=9606 GN=TNIK PE=1 SV=1,TNIK,8.4232E+5,8.5853E+5,8.1427E+5,7.2044E+5,6.5105E+5,5.6352E+5,6.0886E+5,8.2486E+5,3.8390E+5,2.7555E+5,2.7735E+5,2.4291E+5,8.4577E+4,6.2067E+4,5.5193E+4,5.4899E+4,3.0817E+4,3.2365E+4,4.3616E+4,2.0855E+4,1.3611E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9ULJ3|ZBT21_HUMAN,Zinc finger and BTB domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZBTB21 PE=1 SV=2,ZBTB21,1.0987E+4,#N/A,#N/A,#N/A,2.5087E+3,#N/A,#N/A,4.6900E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9Y5B0|CTDP1_HUMAN,RNA polymerase II subunit A C-terminal domain phosphatase OS=Homo sapiens OX=9606 GN=CTDP1 PE=1 SV=3,CTDP1,3.9854E+3,3.9825E+3,#N/A,5.9345E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|A9UHW6|MI4GD_HUMAN,MIF4G domain-containing protein OS=Homo sapiens OX=9606 GN=MIF4GD PE=1 SV=1,MIF4GD,8.0225E+4,7.6842E+4,6.8104E+4,4.0496E+4,5.7764E+4,4.4359E+4,2.9201E+4,2.0214E+4,3.3503E+4,9.3724E+3,1.3631E+4,1.0543E+4,#N/A,2.0488E+3,#N/A,2.9035E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O00533|NCHL1_HUMAN,Neural cell adhesion molecule L1-like protein OS=Homo sapiens OX=9606 GN=CHL1 PE=1 SV=4,CHL1,6.2653E+5,5.8729E+5,6.0345E+5,3.7706E+5,3.3202E+5,3.6139E+5,3.0588E+5,2.7456E+5,2.8758E+5,1.5640E+5,1.4945E+5,2.2469E+5,3.3177E+4,4.6799E+4,1.6948E+4,1.1024E+4,2.0305E+4,1.8016E+4,4.6149E+3,1.1739E+3,8.3660E+3,2.9190E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O14874|BCKD_HUMAN,Branched-chain alpha-ketoacid dehydrogenase kinase OS=Homo sapiens OX=9606 GN=BCKDK PE=1 SV=2,BCKDK,2.2543E+4,7.1698E+4,6.6177E+4,7.9433E+4,2.3654E+4,2.0489E+4,1.3927E+4,2.5528E+4,1.5126E+4,8.0865E+3,#N/A,5.6488E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O60524|NEMF_HUMAN,Ribosome quality control complex subunit NEMF OS=Homo sapiens OX=9606 GN=NEMF PE=1 SV=4,NEMF,2.6342E+4,1.7351E+4,2.4845E+4,2.2210E+4,1.5926E+4,1.4545E+4,1.6804E+4,1.7862E+4,1.8819E+4,#N/A,#N/A,3.1056E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P10643|CO7_HUMAN,Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2,C7,1.7760E+6,1.8571E+6,1.7442E+6,1.1631E+6,9.0074E+5,8.9704E+5,7.9245E+5,7.0971E+5,7.3071E+5,4.5491E+5,5.1239E+5,4.1113E+5,8.4144E+4,6.4450E+4,9.6824E+4,5.5765E+4,3.8073E+4,5.5155E+4,4.8455E+4,2.6575E+4,1.8728E+4,#N/A,#N/A,1.2480E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P11166|GTR1_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2",SLC2A1,1.4181E+5,1.2363E+5,1.1776E+5,1.0300E+5,1.0196E+5,8.4714E+4,7.6634E+4,7.0544E+4,6.0446E+4,2.5527E+4,2.7828E+4,1.8012E+4,1.7771E+4,1.9560E+4,5.6835E+3,7.1321E+3,4.7101E+3,6.4991E+3,4.4120E+3,4.4597E+3,3.3582E+3,#N/A,1.1499E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P12110|CO6A2_HUMAN,Collagen alpha-2(VI) chain OS=Homo sapiens OX=9606 GN=COL6A2 PE=1 SV=4,COL6A2,9.8883E+4,9.1754E+4,7.9639E+4,7.8645E+4,5.9689E+4,5.3791E+4,4.2686E+4,5.4649E+4,2.2626E+4,1.4544E+4,3.7651E+4,2.7247E+4,9.6989E+3,1.9695E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P23141|EST1_HUMAN,Liver carboxylesterase 1 OS=Homo sapiens OX=9606 GN=CES1 PE=1 SV=2,CES1,1.5931E+5,1.2495E+5,1.1975E+5,1.1287E+5,8.9865E+4,1.2180E+5,8.0735E+4,6.4290E+4,7.8886E+4,1.8730E+4,1.5060E+4,1.7050E+4,3.8845E+3,#N/A,3.2468E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P49902|5NTC_HUMAN,Cytosolic purine 5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5C2 PE=1 SV=1,NT5C2,6.4070E+4,5.0320E+4,5.5779E+4,4.9710E+4,4.0993E+4,4.5931E+4,3.5571E+4,2.5054E+4,2.6775E+4,2.3047E+4,3.7009E+4,1.5494E+4,8.8907E+3,#N/A,#N/A,#N/A,3.6506E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.1650E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P50336|PPOX_HUMAN,Protoporphyrinogen oxidase OS=Homo sapiens OX=9606 GN=PPOX PE=1 SV=1,PPOX,1.8585E+5,1.9511E+5,1.8254E+5,1.0218E+5,1.1671E+5,1.3220E+5,9.6258E+4,7.2162E+4,7.5811E+4,4.9992E+4,4.6939E+4,2.6207E+4,1.1779E+3,#N/A,#N/A,#N/A,2.7280E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P54922|ADPRH_HUMAN,ADP-ribosylhydrolase ARH1 OS=Homo sapiens OX=9606 GN=ADPRH PE=1 SV=1,ADPRH,2.5797E+5,2.4413E+5,2.1729E+5,1.8078E+5,2.0898E+5,1.8105E+5,1.5649E+5,1.9325E+5,2.3427E+5,1.4889E+5,1.1634E+5,7.7513E+4,#N/A,1.7878E+4,1.0184E+4,2.8376E+3,3.7648E+3,7.5502E+4,#N/A,#N/A,#N/A,#N/A,2.5052E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q12851|M4K2_HUMAN,Mitogen-activated protein kinase kinase kinase kinase 2 OS=Homo sapiens OX=9606 GN=MAP4K2 PE=1 SV=2,MAP4K2,2.0024E+5,2.3396E+5,1.9547E+5,1.4604E+5,1.0857E+5,1.1715E+5,1.0488E+5,1.0245E+5,9.0711E+4,5.7917E+4,5.0954E+4,4.0275E+4,9.8590E+3,6.3054E+3,7.8382E+3,#N/A,#N/A,#N/A,6.6197E+3,1.0286E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q13505|MTX1_HUMAN,Metaxin-1 OS=Homo sapiens OX=9606 GN=MTX1 PE=1 SV=3,MTX1,7.4980E+4,7.8721E+4,7.8364E+4,3.7526E+4,4.1840E+4,5.0436E+4,1.8777E+4,1.0460E+4,2.1871E+4,1.1832E+4,1.0124E+4,1.7407E+4,2.6875E+3,#N/A,6.4865E+2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q13724|MOGS_HUMAN,Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5,MOGS,4.7930E+5,5.3780E+5,4.5927E+5,4.1141E+5,3.6022E+5,3.9602E+5,3.0390E+5,4.2549E+5,2.8748E+5,9.2300E+4,1.7988E+5,1.6977E+5,4.5426E+4,8.7205E+3,1.2231E+4,1.1873E+4,2.0712E+4,1.4496E+4,1.8151E+3,2.7408E+3,#N/A,#N/A,1.8502E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q15063|POSTN_HUMAN,Periostin OS=Homo sapiens OX=9606 GN=POSTN PE=1 SV=2,POSTN,7.4171E+4,6.0559E+4,4.9416E+4,6.2533E+4,2.5273E+4,3.9931E+4,1.9015E+4,3.1025E+4,3.0037E+4,6.7551E+3,9.6082E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.5470E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
